DMCODE,GiessenErgebnis,Anlage,OEFFNUNGSZEIT,DRUCKKORREKTUR_SOLL,Heizkreis11Beginn,Heizkreis11Max,Heizkreis11Ende,Heizkreis12Beginn,Heizkreis12Max,Heizkreis12Ende,Kuehlkreis2TempBeginn,Kuehlkreis9Durchfl.Max,Kuehlkreis11Durchfl.Max,Kuehlkreis15TempMax,Kuehlkreis17Durchfl.Max,Kuehlkreis22Durchfl.Max,Kuehlkreis23Durchfl.Max,Kuehlkreis27Durchfl.Ende,Kuehlkreis28Durchfl.Beginn,Thermo5Beginn
23743350190106,0,N37,205,0,627.4,627.4,414.6,629.6,629.6,399.2,427.6,3,71,417.2,44.7,1.06,0,0.9,0.020761905,439
23743390190106,0,N37,262,0,608.2,608.2,414.8,613,613,399.2,419.8,3,71,416.2,46.4,1.06,0.02,0.92,0.020761905,443.4
23743460190106,0,N37,189,0,631.6,631.6,413.2,632,632,397.8,428.6,4.2,71,414.4,46,1.06,0,0.9,0.020761905,435.2
23743470190106,0,N37,206,0,631,631,414.2,633.2,633.2,398.6,428.6,2.9,71,415.6,46,1.06,0.02,0.9,0.020761905,436.3
23743540190106,0,N37,201,0,633,633,415.2,633.2,634,399.6,431.8,2.9,71,418.8,45.5,1.06,1.04,0.9,0.020761905,433.6
23743580190106,0,N37,201,0,631,631,415.6,626.6,629.8,402.2,431.4,3,70.2,412.2,46,1.06,1.02,0.92,0.020761905,435.8
23743590190106,0,N37,190,0,627,633.2,414.8,623.8,633.8,400.2,435.2,58.6,70.2,417.8,45.5,0,1.04,0.9,0.020761905,430.3
23743600190106,0,N37,212,0,635.2,635.2,415.6,634.8,635,400.2,431.4,3,70.2,418.2,46,1.06,1.04,0.9,0.020761905,434.1
23743610190106,0,N37,266,0,616.6,616.6,416.2,620.2,620.2,400.6,423.8,2.9,69.7,416.2,46,1.06,1.04,0.9,0.020761905,442.3
23743680190106,0,N37,170,0,598.4,632.4,413.2,595,632.6,397.8,439,57.3,69,419.4,46,1.06,1.04,0.9,0.020761905,425.9
23743700190106,0,N37,204,0,636.8,638.2,415.8,636.2,640.2,399.8,434.2,3,69.7,419.8,46.5,0,1.04,0.92,0.020761905,430.8
23743710190106,0,N37,1316,0,599.6,600.2,466.8,599.8,600.4,461.6,380.6,3,4.2,398.6,46,1.1,1.04,0.9,0.020761905,433
23743720190106,0,N37,168,0,610,610,412.2,615,615,398.2,421.6,2.9,71,411.8,46,1.06,1.04,0.92,0.020761905,442.3
23743730190106,0,N37,150,0,617.8,634,411,610,632.4,395.8,435.8,3.1,69.2,419.4,46,1.06,1.04,0.92,0.020761905,425.9
23743740190106,0,N37,149,0,588.2,636.2,411.2,585.4,637,395.6,440.2,58,70.3,421,46,1.06,1.04,0.9,0.020761905,422.1
23743760190106,0,N37,209,0,635.4,635.4,414.8,635.6,636,398.8,431.4,3,70.1,420.6,46,1.06,1.04,0.92,0.020761905,433.6
23743800190106,0,N37,171,0,607.2,637.8,413.6,605,639.6,397.8,439,58,70.3,421.6,46,1.06,1.04,0.9,0.020761905,424.8
23743920190106,0,N37,188,0,629,635,414.8,626.8,635.8,398.8,435.2,58,70.3,420.6,46,1.06,1.04,0.92,0.020761905,429.7
23743980200106,0,N37,314,0,603,603,415.8,607.6,607.6,399.2,418.2,2.9,71,415,46,1.06,1.04,0.92,0.020761905,445
23744010200106,0,N37,184,0,629.4,629.4,412,632,632,396.8,425.8,2.9,70.3,413.8,46.5,1.06,1.04,0.92,0.020761905,436.3
23744040200106,0,N37,197,0,632.6,632.6,413.8,633.2,633.2,397.2,428.6,3,71,416.6,46,1.06,1.04,0.92,0.020761905,434.7
23744170200106,0,N37,194,0,628.2,628.2,412.8,631.6,631.6,396.8,426.6,3,69.7,413.2,46,1.06,1.04,0.9,0.020761905,435.8
23744180200106,0,N37,244,0,627.2,627.2,413.8,629.6,629.6,398,425.4,2.9,69.5,413.8,46,1.06,1.04,0.9,0.020761905,436.8
23744200200106,0,N37,215,0,622,622,414.2,625.6,625.6,398,424.8,3,70.3,413.8,46.6,1.06,1.04,0.9,0.020761905,439.6
23744280200106,0,N37,1614,0,600.2,632.6,632.4,600.8,631.8,631.8,376.8,57.3,4.2,388.2,46,1.1,1.04,0.92,0.020761905,431.4
23744290200106,0,N37,209,0,600.4,600.8,412,599.6,599.8,398.2,413.2,3,4.3,405.8,46,1.08,1.04,0.92,0.020761905,448.3
23744300200106,0,N37,185,0,623.6,623.6,411.6,626,626,396.6,424.2,3,70.3,412.2,46,1.06,1.04,0.92,0.020761905,438.5
23744330200106,0,N37,252,0,613,613,413.8,617.6,617.6,398.2,422.2,2.9,71,416.2,46.6,1.06,1.02,0.9,0.020761905,441.8
23744370200106,0,N37,176,0,624,624,413,626.2,626.2,398,424.8,4.1,70.3,415.6,46,1.06,1.04,0.92,0.020761905,439
23744400200106,0,N37,188,0,633.8,634,414.6,633,634.2,398.4,432.6,3,71,418.8,46,1.06,1.04,0.92,0.020761905,432.5
23744560200106,0,N37,1287,0,599.8,600,417.8,599.8,599.8,408.2,413.2,58.7,4.2,399.8,46,1.08,1.04,0.92,0.020761905,457.6
23744620200106,0,N37,202,0,630.8,633.2,414.8,627.4,632.8,399.8,434.2,3,69.7,418.8,46,1.06,1.04,0.9,0.020761905,431.4
23744670200106,0,N37,218,0,628.6,628.6,414.8,630,630,399.4,427,3,70.3,414.4,46,1.06,1.04,0.92,0.020761905,437.9
23744710200106,0,N37,224,0,605.8,605.8,413.8,611.2,611.2,400.4,417.8,2.9,70.3,406.2,46.2,1.06,1.04,0.9,0.020761905,444
23744790200106,1,N37,228,0,626.6,626.6,415.4,628.8,628.8,399.8,427,3,71,418.2,46.5,0,1.04,0.92,0.020761905,439
23744790200106,1,N37,228,0,626.6,626.6,415.4,628.8,628.8,399.8,427,3,71,418.2,46.5,0,1.04,0.92,0.020761905,439
23744790200106,1,N37,228,0,626.6,626.6,415.4,628.8,628.8,399.8,427,3,71,418.2,46.5,0,1.04,0.92,0.020761905,439
23744790200106,1,N37,228,0,626.6,626.6,415.4,628.8,628.8,399.8,427,3,71,418.2,46.5,0,1.04,0.92,0.020761905,439
23744790200106,1,N37,228,0,626.6,626.6,415.4,628.8,628.8,399.8,427,3,71,418.2,46.5,0,1.04,0.92,0.020761905,439
23745010200106,0,N37,240,0,617,617,414,620.8,620.8,398.4,423.2,2.9,71,411.8,46,1.06,1.04,0.92,0.020761905,440.1
23745020200106,0,N37,187,0,629,633,412.8,624.2,632.4,397.2,434.2,59.3,70.3,413.2,46,1.06,1.04,0.92,0.020761905,429.2
23745030200106,0,N37,274,0,610.6,610.6,414.8,615.6,615.6,398.6,421.6,3,70.3,413.2,46,1.08,1.04,0.92,0.020761905,441.8
23745080230106,1,N37,4731,0,599.8,610,600.2,599.2,606,600.6,372.8,2.9,70.3,374.6,46.2,1.06,1.04,0.92,0.020761905,432.5
23745080230106,1,N37,4731,0,599.8,610,600.2,599.2,606,600.6,372.8,2.9,70.3,374.6,46.2,1.06,1.04,0.92,0.020761905,432.5
23745080230106,1,N37,4731,0,599.8,610,600.2,599.2,606,600.6,372.8,2.9,70.3,374.6,46.2,1.06,1.04,0.92,0.020761905,432.5
23745080230106,1,N37,4731,0,599.8,610,600.2,599.2,606,600.6,372.8,2.9,70.3,374.6,46.2,1.06,1.04,0.92,0.020761905,432.5
23745080230106,1,N37,4731,0,599.8,610,600.2,599.2,606,600.6,372.8,2.9,70.3,374.6,46.2,1.06,1.04,0.92,0.020761905,432.5
23745180230106,0,N37,198,0,620.6,620.6,412.8,623.8,623.8,396.6,422.6,3,70.3,413.8,46,1.06,1.04,0.92,0.020761905,438.5
23745240230106,0,N37,238,0,613.2,613.2,413.6,617.8,617.8,397.8,421,3,69,414.4,46,1.06,1.04,0.92,0.020761905,441.2
23745250230106,0,N37,250,0,607,607,414,612,612,397.8,418.8,3,71,411.2,46,1.06,1.04,0.92,0.020761905,442.3
23745260230106,0,N37,248,0,606.8,606.8,414,612,612,397.8,418.8,3,71,412.8,46,1.06,1.04,0.92,0.020761905,442.9
23745350230106,0,N37,1133,0,600,600,417.2,600,600,407.2,413.2,57.4,4.2,400.2,46,1.08,1.02,0.92,0.020761905,456.5
23745490260106,0,N37,157,0,522,528,524.6,521.6,528.8,524.4,360.8,57.3,70.2,331.775,41.2,1.06,1.02,0.92,0.020761905,475.7
23745540260106,0,N37,192,0,640.8,640.8,524.2,641.2,641.2,524.2,330.8,58,4.2,416.6580645,41.2,1.06,1,0.9,0.020761905,477.8
23745600260106,0,N37,171,0,521.8,528,524.8,521.4,528.6,524.2,359.2,57.3,71.5,331.775,40.8,1.06,1,0.92,0.020761905,476.2
23745620260106,0,N37,185,0,521.8,528,524.6,521.2,529,524.4,360.2,57.3,71.5,331.775,41.2,1.06,1,0.92,0.020761905,476.2
23745660260106,0,N37,156,0,522.2,527.8,524.8,521.8,528.8,524.4,362,58,71.5,385.8,40.8,1.06,1.02,0.92,0.020761905,478.4
23745750260106,0,N37,29269,0,648.6,657.4,651,643.4,666.8,649.6,257.8,3,4.2,405.3,42,1.08,1,0.92,0.020761905,452.7
23745760260106,0,N37,762,0,649.4,658.8,651.2,645.8,664.8,650.2,276.2,4.2,4.2,405.3,42,1.1,1.02,0.92,0.020761905,457.6
23745820260106,0,N37,1801,0,650.4,655.2,648.6,647.6,659,648.4,285.2,3,4.1,405.3,40.8,1.08,1.02,0.92,0.020761905,464.2
23745830260106,0,N37,186,0,648.6,654.8,650.2,647.6,656.2,650.8,326.6,57.3,4.3,416.6580645,41.2,1.06,1.02,0.92,0.020761905,478.4
23745860260106,0,N37,208,0,648,654.2,649.6,645.4,655.6,649.2,350.6,59.2,70.2,416.6580645,42,1.06,1.02,0.92,0.020761905,485.5
23745990260106,0,N37,193,0,646.8,654.6,649.8,648.2,656.4,649.6,344.2,57.3,71,416.6580645,40.8,1.06,1.02,0.92,0.020761905,487.1
23746050260106,0,N37,183,0,522,528,525,521.2,529,524.4,355.4,57.8,71.5,331.775,40.8,1.06,1,0.92,0.020761905,477.3
23746080260106,0,N37,219,0,521.2,528.6,524.6,521.6,529.6,524.2,351,58.7,70.3,331.775,41.2,1.06,1.02,0.92,0.020761905,474
23746110260106,0,N37,1410,0,649,656.6,612.4,650,655.8,611.6,297.4,58,4.2,405.3,40.8,1.08,1.02,0.92,0.020761905,468
23746140260106,0,N37,192,0,521.8,528.4,524.8,521.8,529.2,524.6,347.2,58,71.8,331.775,42.1,1.06,1.02,0.92,0.020761905,473.5
23746180260106,0,N37,236,0,521.4,528.8,524.8,521,529.8,524.6,348.8,58.7,71,331.775,40.8,1.06,1.02,0.92,0.020761905,472.4
23746210260106,0,N37,187,0,521.8,528.2,524.8,521.4,529,524.2,355.4,58.7,70.3,331.775,40.8,1.08,1.02,0.92,0.020761905,476.2
23746280270106,0,N37,194,0,521.4,528.2,524.8,521.4,529.4,524.4,347.2,58,72.2,331.775,42.1,1.08,1.02,0.92,0.020761905,473.5
23746360270106,0,N37,185,0,521.8,528.2,524.8,521.2,529.4,524.4,355.4,56.7,70.9,331.775,41.2,1.06,1.02,0.92,0.020761905,474.6
23746410270106,0,N37,188,0,530,530,524.6,532.6,532.6,524,335.4,57.4,71.5,416.6580645,40.8,1.06,1.02,0.92,0.020761905,483.3
23746420270106,0,N37,204,0,521.8,528.2,524.8,521,529.2,524.2,344.8,56.8,71.5,331.775,41.1,1.06,1.02,0.92,0.020761905,476.7
23746440270106,0,N37,165,0,521.8,528,524.8,521.6,529,524.4,356,57.4,72.2,331.775,40.8,1.06,1.02,0.92,0.020761905,478.9
23746510270106,0,N37,186,0,521.8,528,524.8,521.4,529,524.2,359.2,58,70.3,331.775,41.2,1.06,1.02,0.92,0.020761905,477.8
23746520270106,0,N37,195,0,521.8,528.2,524.8,521.2,529,524.6,357.6,56.8,71.2,331.775,40.8,1.06,1,0.92,0.020761905,478.4
23746530270106,0,N37,235,0,521.6,528.2,524.8,521.2,529.2,524.2,353.2,58.7,71,331.775,40.9,1.06,1.02,0.92,0.020761905,474.6
23746540270106,0,N37,177,0,521.6,528.4,524.4,521.2,529,524,356,57.4,71,331.775,40.8,1.06,1,0.92,0.020761905,477.3
23746580270106,0,N37,165,0,522,527.8,525,522,528.6,524.4,353.2,58.7,71,331.775,40.8,1.06,1.02,0.92,0.020761905,476.2
23746670270106,0,N37,157,0,522.2,527.6,524.8,521.6,528.6,524.2,363.6,57.4,71.2,385.8,41.2,1.06,1.02,0.92,0.020761905,480
23746680270106,1,N37,156,0,522,529.2,529.2,521.4,529.8,529.8,364.2,57.4,70.3,385.8,40.8,1.06,1.02,0.92,0.020761905,481.1
23746680270106,1,N37,156,0,522,529.2,529.2,521.4,529.8,529.8,364.2,57.4,70.3,385.8,40.8,1.06,1.02,0.92,0.020761905,481.1
23746680270106,1,N37,156,0,522,529.2,529.2,521.4,529.8,529.8,364.2,57.4,70.3,385.8,40.8,1.06,1.02,0.92,0.020761905,481.1
23746680270106,1,N37,156,0,522,529.2,529.2,521.4,529.8,529.8,364.2,57.4,70.3,385.8,40.8,1.06,1.02,0.92,0.020761905,481.1
23746680270106,1,N37,156,0,522,529.2,529.2,521.4,529.8,529.8,364.2,57.4,70.3,385.8,40.8,1.06,1.02,0.92,0.020761905,481.1
23746730270106,0,N37,146,0,522.4,527.6,525,522,528.8,524.6,362.6,58,71,385.8,40.8,1.06,1.02,0.92,0.020761905,482.2
23746750270106,0,N37,172,0,522,527.6,525,521.8,528.8,524.2,362.6,57.4,70.3,385.8,41.2,1.06,1,0.92,0.020761905,480
23746780270106,0,N37,157,0,522,527.8,524.8,521.8,528.8,524.4,364.8,57.3,70.3,385.8,41.2,1.06,1.02,0.92,0.020761905,481.7
23746910270106,0,N37,237,0,521,528.6,525,521,529.2,524.6,351.6,57.3,72.3,331.775,40.8,1.06,1.02,0.92,0.020761905,472.4
23746920270106,0,N37,237,0,521.2,528.6,525,521.6,529,524.6,349.4,57.3,71,331.775,41.2,1.06,1,0.92,0.020761905,471.3
23747030270106,0,N37,163,0,521.4,527.6,525,521.6,528.6,524.2,358.8,57.3,71,331.775,41.2,1.06,1.02,0.92,0.020761905,477.3
23747120270106,0,N37,1213,0,650.6,654.2,649,650,657.2,648.2,298,3,4.2,405.3,41.2,1.1,1.02,0.92,0.020761905,467.5
23747140270106,0,N37,255,0,521.2,528.6,524.8,521.2,529.6,524.4,338.2,58.6,71.5,331.775,42.1,1.06,1.02,0.92,0.020761905,471.3
23747150270106,0,N37,211,0,522,528,524.8,521.6,529,524.6,344.2,57.3,71,331.775,41.2,1.06,1.02,0.92,0.020761905,472.9
23747180270106,0,N37,189,0,521.6,528.6,525,521.2,529.2,524.6,351,57.4,71.5,331.775,40.9,1.06,1.02,0.92,0.020761905,474
23747220270106,0,N37,196,0,521.6,528.2,524.6,521,529.2,524.2,354.4,58.7,70.3,331.775,40.8,1.06,1.02,0.92,0.020761905,475.7
23747280270106,0,N37,177,0,521.6,528,525,521.2,529.2,524.6,339.8,56.7,71,331.775,41.2,1.06,1.02,0.92,0.020761905,471.3
23747370270106,0,N37,169,0,521.2,528,524.8,521.2,528.6,524.2,357.6,58,71,331.775,40.8,1.06,1.02,0.92,0.020761905,477.3
23747410270106,0,N37,166,0,523,527.8,525,525.6,528.6,524.6,335.4,57.4,71,331.775,40.8,1.08,1.02,0.92,0.020761905,480.6
23747500300106,1,N37,175,0,521.4,528.8,524.8,521.2,529.4,524.6,339.8,58.1,71.6,331.775,42.1,1.06,1,0.92,0.020761905,463.1
23747500300106,1,N37,175,0,521.4,528.8,524.8,521.2,529.4,524.6,339.8,58.1,71.6,331.775,42.1,1.06,1,0.92,0.020761905,463.1
23747500300106,1,N37,175,0,521.4,528.8,524.8,521.2,529.4,524.6,339.8,58.1,71.6,331.775,42.1,1.06,1,0.92,0.020761905,463.1
23747500300106,1,N37,175,0,521.4,528.8,524.8,521.2,529.4,524.6,339.8,58.1,71.6,331.775,42.1,1.06,1,0.92,0.020761905,463.1
23747500300106,1,N37,175,0,521.4,528.8,524.8,521.2,529.4,524.6,339.8,58.1,71.6,331.775,42.1,1.06,1,0.92,0.020761905,463.1
23747510300106,0,N37,206,0,521.2,528.8,525,521.2,529.6,524.4,339.8,57.5,70.3,331.775,40.8,1.08,1.02,0.92,0.020761905,462.5
23747550300106,0,N37,180,0,521.6,528.6,525,521.2,529.2,524.6,346.6,57.5,71.1,331.775,40.8,1.06,1,0.92,0.020761905,468
23747590300106,0,N37,1297,0,647.4,663.2,649.6,644,663.6,648.8,273.4,3,4.1,405.3,42.1,1.08,1,0.92,0.020761905,451.1
23747640300106,0,N37,282,0,523,528.6,524.8,522.6,529.2,524.8,334.8,58.8,70.3,331.775,40.8,1.06,1.02,0.92,0.020761905,463.6
23747720300106,0,N37,226,0,522,528,524.6,522,529,524.2,347.2,58.6,70.3,331.775,40.8,1.08,1.02,0.92,0.020761905,470.7
23747760300106,0,N37,212,0,521.2,528.8,525,521.6,529.6,524.6,330.4,58.1,72.3,331.775,42.1,1.08,1.02,0.92,0.020761905,466.9
23747810300106,0,N37,204,0,521.2,528.8,525,521,529.2,524.6,347.8,57.5,72.1,331.775,40.8,1.06,1.02,0.92,0.020761905,472.4
23747860300106,0,N37,193,0,521.4,528.2,524.8,521.4,529,524.4,352.8,56.1,71.6,331.775,40.8,1.06,1.02,0.92,0.020761905,475.1
23747870300106,0,N37,190,0,521.4,528.2,524.8,521.6,529,524.6,352.8,57.5,71.6,331.775,40.8,1.06,1.02,0.92,0.020761905,475.1
23747920300106,0,N37,190,0,521.6,528.6,525,521.2,529,524.6,346.6,58.7,71.5,331.775,42.1,1.06,1.02,0.92,0.020761905,474
23747970300106,0,N37,182,0,521.4,528.2,525,521.2,528.8,524.4,354.4,56.8,71.5,331.775,41.2,1.06,1.02,0.92,0.020761905,476.2
23748050300106,0,N37,207,0,521.6,528.2,524.8,521.4,529.2,524.6,347.2,58.7,71,331.775,41.3,1.06,1.02,0.92,0.020761905,474
23748220300106,0,N37,197,0,521.2,528.4,525.2,521,529.2,524.8,350.6,58.3,70.3,331.775,42.1,1.06,1.02,0.92,0.020761905,472.9
23748230300106,0,N37,170,0,521.8,528.2,525,521.6,528.8,524.6,353.2,57.4,71,331.775,41.2,1.06,1.02,0.92,0.020761905,475.1
23748260300106,0,N37,198,0,521.6,528.2,525,521.2,529,524.6,353.8,57.4,71,331.775,40.8,1.06,1.02,0.92,0.020761905,474.6
23748340300106,0,N37,226,0,638.8,638.8,524.6,637.6,637.6,524.2,312,58.7,4.2,416.6580645,42.1,1.08,1.02,0.92,0.020761905,474
23748350300106,0,N37,192,0,521.6,528,525.2,521.4,529,525,332.2,58.1,70.3,331.775,42.1,1.06,1.02,0.92,0.020761905,470.7
23748380300106,0,N37,309,0,521.2,529.2,525,521.6,530,524.6,336,58.7,4.3,331.775,42.1,1.08,1.02,0.92,0.020761905,464.2
23748430300106,0,N37,220,0,521.6,528.6,525,521,529.6,524.6,340.4,56.8,71.5,331.775,42.1,1.06,1.02,0.92,0.020761905,467.5
23748450300106,0,N37,1292,0,650.4,655,512,649.2,657.8,514.6,292.4,3.1,4.2,405.3,42,1.08,1,0.92,0.020761905,464.2
23748620310106,0,N37,166,0,522,527.8,524.8,521.6,528.4,524.6,342.2,57.4,71.5,331.775,41.2,1.06,1.02,0.92,0.020761905,475.1
23748660310106,0,N37,164,0,521.6,527.6,525,521.8,528.6,524.8,356,57.4,70.3,331.775,40.8,1.08,1.02,0.92,0.020761905,477.8
23748710310106,0,N37,164,0,521.8,527.6,525,521.2,528.4,524.6,358.8,57.4,70.3,331.775,42.1,1.08,1.02,0.92,0.020761905,477.8
23748740310106,0,N37,1487,0,649.6,655.4,649,649.4,655,648.2,291.8,3.1,4.2,405.3,41.3,1.12,1.02,0.92,0.020761905,466.9
23748770310106,0,N37,185,0,521.8,528,525,521.2,528.6,524.8,348.8,58.7,71.5,331.775,42.1,1.08,1.02,0.92,0.020761905,476.7
23748780310106,0,N37,167,0,521.8,527.8,524.8,521.6,528.6,524.6,352.8,57.4,70.3,331.775,42.1,1.08,1.02,0.92,0.020761905,477.8
23748790310106,0,N37,190,0,521.6,528,525,521.6,528.6,524.8,352.2,57.4,71.5,331.775,40.8,1.08,1.02,0.92,0.020761905,475.7
23748820310106,0,N37,169,0,521.8,527.8,524.8,521.4,528.6,524.6,353.8,57.4,71.1,331.775,40.8,1.08,1.02,0.92,0.020761905,477.3
23748890310106,0,N37,225,0,514.4,527.6,525,514.6,529,524.6,323.8,58.1,4.2,331.775,42.1,1.08,1,0.92,0.020761905,476.7
23748900310106,0,N37,233,0,521,528.6,525,521,529.2,524.6,335.4,58,4.2,331.775,41.3,1.08,1.02,0.92,0.020761905,472.9
23748930310106,0,N37,214,0,521.6,528.6,524.8,521.6,529.4,524.6,344.2,57.4,71.5,331.775,40.8,1.06,1.02,0.92,0.020761905,470.7
23749050310106,0,N37,194,0,521.6,528,525,521.4,529,524.6,347.8,58.7,71.5,331.775,42.1,1.08,1.02,0.92,0.020761905,475.7
23749060310106,0,N37,212,0,521.6,528.6,525,521.2,529.2,524.6,347.8,56.8,72.3,331.775,40.8,1.08,1.02,0.92,0.020761905,474.6
23749100310106,0,N37,219,0,521.6,528.2,525.2,521.2,529.6,524.8,346,58.7,71,331.775,42.1,1.06,1.02,0.92,0.020761905,472.4
23749160310106,0,N37,1292,0,649.8,655.2,649.2,647,655.8,648.6,295.8,57.1,4.2,405.3,42.1,1.12,1.02,0.92,0.020761905,468
23749180310106,0,N37,209,0,521.2,528,525,521.6,529,524.8,343.8,57.3,70.3,331.775,42.1,1.08,1.02,0.92,0.020761905,474.6
23749250310106,0,N37,189,0,521.4,528,525,521,528.6,524.6,356.6,56.7,69.7,331.775,40.9,1.06,1.02,0.92,0.020761905,476.7
23749270310106,0,N37,183,0,521.8,528.2,525.2,521.2,528.8,524.8,358.2,56.8,71,331.775,40.8,1.06,1.02,0.92,0.020761905,477.8
23749280310106,0,N37,164,0,521.8,528,525,521.2,528.4,524.6,359.8,57.6,70.3,331.775,41.2,1.08,1,0.92,0.020761905,478.9
23749320310106,0,N37,206,0,509.6,527.8,525,511.8,528.8,524.6,332.6,57.4,71.5,331.775,42,1.08,1.02,0.92,0.020761905,476.7
23749450310106,0,N37,1313,0,650.6,656,518.2,648,657.2,521.8,298,57.4,4.2,405.3,42,1.12,1.02,0.92,0.020761905,468
23811150160106,0,N38,256,0,585.2,585.2,524.4,579.6,579.6,524.8,299.8,60,2.5,331.52,37.9,1.18,1.22,0.96,0.02,373.4416667
23811190160106,0,N38,260,0,522,529.6,524.8,521.2,529.2,525,325.4,60.6,74.5,331.775,37,1.18,0.9,0.96,0,373.4416667
23811200160106,0,N38,211,0,521.2,529.2,524.6,521,529,524.8,330.8,59.5,74,331.775,37,1.18,0.9,0.96,0,373.4416667
23811230160106,0,N38,230,0,521.8,529.8,524.4,521,528.8,524.8,332.6,59.3,74,381.8275862,38,1.18,0.88,0.96,0.02,373.4416667
23811290160106,0,N38,212,0,519,529,524.8,518,528.8,525,324.8,60,74,331.775,37,1.18,0.92,0.96,0,373.4416667
23811320160106,0,N38,201,0,521.8,529,524.8,521.2,528.6,525,342.2,59.3,74,331.775,37,1.18,0.9,0.96,0,373.4416667
23811410160106,0,N38,261,0,522.2,529.6,524.6,521.6,529,525,337.2,59.3,74.5,331.775,38,1.16,0.9,0.98,0,373.4416667
23811440160106,0,N38,249,0,518.2,529,524.8,517,528.8,525,326.6,58,2.4,331.775,37.3,1.16,0.88,0.96,0.02,373.4416667
23811450160106,0,N38,197,0,521.6,528.8,524.8,521.6,528.6,524.8,337.6,58.6,73.5,331.775,36.6,1.16,0.9,0.96,0,373.4416667
23811530160106,0,N38,193,0,522,528.6,524.6,521.6,528.2,524.8,352.2,56.7,72.7,331.775,35.3,1.16,0.9,0.98,0,383.25
23811650160106,0,N38,181,0,521.8,528.8,524.8,521.6,528,524.8,351,58,71.1,331.775,36.6,1.16,0.88,0.96,0,383.25
23811700160106,0,N38,244,0,522,529,524.6,521.6,528.6,524.8,347.2,58,73.2,331.775,36.6,1.18,0.02,0.98,0,383.25
23811710160106,0,N38,188,0,521.8,529,526.2,521.2,528.2,526.2,350.6,58.6,2.5,331.775,36.6,1.16,0.9,0.96,0.02,383.25
23811740160106,0,N38,245,0,521.2,529.2,524.8,521,528.8,525,341,59.3,74,331.775,37,1.18,0.9,0.98,0,373.4416667
23811790160106,1,N38,210,0,521.8,529,524.6,521,528.2,524.8,349.8,59.8,74.5,331.775,37,1.18,0.9,0.98,0,383.25
23811790160106,1,N38,210,0,521.8,529,524.6,521,528.2,524.8,349.8,59.8,74.5,331.775,37,1.18,0.9,0.98,0,383.25
23811790160106,1,N38,210,0,521.8,529,524.6,521,528.2,524.8,349.8,59.8,74.5,331.775,37,1.18,0.9,0.98,0,383.25
23811790160106,1,N38,210,0,521.8,529,524.6,521,528.2,524.8,349.8,59.8,74.5,331.775,37,1.18,0.9,0.98,0,383.25
23811790160106,1,N38,210,0,521.8,529,524.6,521,528.2,524.8,349.8,59.8,74.5,331.775,37,1.18,0.9,0.98,0,383.25
23811800160106,0,N38,249,0,521.8,529.2,524.8,521.6,528.6,525,345.6,58,74.2,331.775,36.6,1.18,0.88,0.98,0,373.4416667
23811810160106,0,N38,254,0,522,529.4,524.6,521.2,528.8,524.6,342.8,60.6,74,331.775,37,1.18,0.9,0.98,0,373.4416667
23811830160106,0,N38,189,0,521.6,528.8,524.6,521.6,528.4,524.8,349.8,59.9,74,331.775,36.6,1.18,0.9,0.96,0,383.25
23811890160106,0,N38,183,0,521.6,529,525,521.4,528.4,525,341,59.2,74.5,331.775,36.6,1.16,0.9,0.98,0,373.4416667
23811940160106,0,N38,284,0,521.8,530,525,521.4,529.6,525,338.2,59.3,73.9,381.8275862,38,1.18,0.9,0.98,0,373.4416667
23812030160106,0,N38,193,0,521.2,528.6,524.6,521,528.2,525,351,59.2,74.5,331.775,38,1.18,0.9,0.98,0,383.25
23812090160106,1,N38,184,0,521.2,528.8,524.8,521.4,528.2,525,354.4,59.9,74,331.775,38,1.18,0.92,0.98,0,383.25
23812090160106,1,N38,184,0,521.2,528.8,524.8,521.4,528.2,525,354.4,59.9,74,331.775,38,1.18,0.92,0.98,0,383.25
23812090160106,1,N38,184,0,521.2,528.8,524.8,521.4,528.2,525,354.4,59.9,74,331.775,38,1.18,0.92,0.98,0,383.25
23812090160106,1,N38,184,0,521.2,528.8,524.8,521.4,528.2,525,354.4,59.9,74,331.775,38,1.18,0.92,0.98,0,383.25
23812090160106,1,N38,184,0,521.2,528.8,524.8,521.4,528.2,525,354.4,59.9,74,331.775,38,1.18,0.92,0.98,0,383.25
23812140160106,0,N38,206,0,522,528.6,524.6,521.6,528.4,524.8,352.2,59.9,75.3,331.775,36.6,1.18,0.9,0.98,0,383.25
23812160160106,0,N38,212,0,509.8,529.8,524.4,513.4,529,524.8,320.2,58,2.5,381.8275862,36.6,1.2,0.92,0.98,0,373.4416667
23812170160106,0,N38,211,0,521.6,529.4,524.8,521,529.4,525,333.2,58,2.5,331.775,36.6,1.18,0.86,0.98,0.02,373.4416667
23812180160106,0,N38,183,0,521.6,529.2,525,521.2,528.6,525,341.6,59.3,74,331.775,37.4,1.18,0.92,0.98,0,373.4416667
23812190160106,0,N38,210,0,521.6,529,524.8,521.2,528.6,525,343.8,58,72.7,331.775,36.6,1.18,0.86,0.98,0,373.4416667
23812200160106,0,N38,238,0,522.6,529,524.8,522,528.6,525,342.2,59.2,74.5,331.775,36.6,1.18,0.9,0.98,0.02,373.4416667
23812210160106,0,N38,220,0,522,529,524.8,521.8,528.6,524.8,343.8,58,73.5,331.775,37,1.18,0.9,0.98,0,373.4416667
